Illy,Mucilago,Cafeina,Ox,Mi,Ch,Go,Verde,hv
0.21811824986693218,0.16858508471581277,5.452624508894511,0.47858144061183155,0.7146389133717436,0.7436511433709763,0.8701283257173704,0.7860900675973831,3.2631493527827056
0.2172013755042103,0.16653791206753787,5.422235064184617,0.47758631977777155,0.7099127745657022,0.7377513840539528,0.8684854040483765,0.7864722119590846,3.2545846563187086
0.21408014788945398,0.16624500357818311,5.378863686281081,0.4725048139398312,0.7037574843188833,0.7317523760875024,0.857964972575687,0.7830026496633122,3.2460648011974556
0.21390445645918396,0.16479206579723085,5.325589882654179,0.46700750892375387,0.695257076936601,0.7281519463036833,0.8553353235313709,0.7815893477180944,3.237589436181274
0.20995999465955195,0.16403485742849214,5.27055247422531,0.46692921422024025,0.6924197646524257,0.7172563438304758,0.849683023807814,0.7741934151765907,3.229158213691219
0.21124461595515726,0.16519501686926621,5.261631474274394,0.46755416214872647,0.6887856675096065,0.7199672897765683,0.8475057627774225,0.7775274427961467,3.220770789759553
0.20962423868917587,0.16322173181055097,5.2099583596678505,0.46407210987618674,0.6826367381061682,0.7122971892988643,0.8420242946859862,0.7706653030239524,3.212426823982974
0.20930437294711868,0.16147722444636348,5.131208639089302,0.4589972732518619,0.681344209005174,0.7028728401986365,0.8379303645411893,0.7681214438699998,3.2041259794765584
0.2077436673626796,0.16076050354592195,5.111931850192353,0.4573977368860957,0.6768049812694471,0.6986307553815513,0.8364741403262961,0.7687929029399024,3.195867922828423
0.20584771721565231,0.1594958952894544,5.077283764123273,0.4564191506526599,0.6711496994468659,0.693430445645765,0.8326852121852596,0.7643746929734029,3.1876523240550854
0.20555234526853028,0.15886063915115622,5.038650394042577,0.4515690222063436,0.665446561855569,0.6853080058601495,0.8274210738927784,0.7609341627458827,3.179478856557508
0.20394222005933882,0.15867205085334976,5.004246999289878,0.45015755675185515,0.6625307238667628,0.6840104345118596,0.8224803737144828,0.7563801228105126,3.1713471970778206
0.2039046787680609,0.15798237457042733,4.962246655595384,0.4486382508368357,0.656118671377092,0.6807615122920243,0.8145410593206858,0.7550808340671883,3.163257025656704
0.2018331732969164,0.1576026061243422,4.934351176077218,0.4451166346661788,0.6542596975680238,0.676409595572288,0.8153231195750967,0.7544694231360076,3.15520802559142
0.20067087234828174,0.15608767852870967,4.881616479409717,0.44212210485739595,0.6486550375282817,0.6669038588242676,0.8082392440285693,0.7496198162912654,3.147199883394488
0.19959937789951077,0.15604073374184432,4.839050108888952,0.4401120675855079,0.6463277602045767,0.6625735316203898,0.8059256457905849,0.7480126603502831,3.1392322887529827
0.19936044770908531,0.15524455031513926,4.82157020150382,0.4379190246232531,0.6426348504265804,0.6583825470853235,0.803514404254536,0.7494952016091885,3.131304934488455
