,     Angle,       PSD
1316,57.6824,453
1317,57.7224,416
1318,57.7624,439
1319,57.8025,439
1320,57.8425,464
1321,57.8825,434
1322,57.9226,412
1323,57.9626,425
1324,58.0026,430
1325,58.0427,442
1326,58.0827,452
1327,58.1227,413
1328,58.1628,428
1329,58.2028,468
1330,58.2428,436
1331,58.2829,408
1332,58.3229,425
1333,58.3629,425
1334,58.403,428
1335,58.443,438
1336,58.483,403
1337,58.5231,409
1338,58.5631,408
1339,58.6031,411
1340,58.6431,407
1341,58.6832,448
1342,58.7232,443
1343,58.7632,446
1344,58.8033,441
1345,58.8433,475
1346,58.8833,431
1347,58.9234,402
1348,58.9634,440
1349,59.0034,435
1350,59.0435,400
1351,59.0835,418
1352,59.1235,417
1353,59.1636,393
1354,59.2036,417
1355,59.2436,414
1356,59.2837,428
1357,59.3237,443
1358,59.3637,415
1359,59.4038,421
1360,59.4438,417
1361,59.4838,378
1362,59.5239,461
1363,59.5639,453
1364,59.6039,403
1365,59.644,434
1366,59.684,417
1367,59.724,383
1368,59.764,419
1369,59.8041,390
1370,59.8441,426
1371,59.8841,415
1372,59.9242,398
1373,59.9642,427
1374,60.0042,378
1375,60.0443,425
1376,60.0843,424
1377,60.1243,399
1378,60.1644,425
1379,60.2044,429
1380,60.2444,395
1381,60.2845,424
1382,60.3245,405
1383,60.3645,414
1384,60.4046,415
1385,60.4446,384
1386,60.4846,375
1387,60.5247,403
1388,60.5647,404
1389,60.6047,386
1390,60.6448,368
1391,60.6848,444
1392,60.7248,427
1393,60.7649,412
1394,60.8049,361
1395,60.8449,408
1396,60.885,354
1397,60.925,409
1398,60.965,406
1399,61.005,372
1400,61.0451,339
1401,61.0851,398
1402,61.1251,378
1403,61.1652,427
1404,61.2052,354
1405,61.2452,417
1406,61.2853,384
1407,61.3253,385
1408,61.3653,444
1409,61.4054,395
1410,61.4454,386
1411,61.4854,381
1412,61.5255,405
1413,61.5655,391
1414,61.6055,429
1415,61.6456,371
1416,61.6856,413
1417,61.7256,406
1418,61.7657,393
1419,61.8057,403
1420,61.8457,387
1421,61.8858,378
